"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sv2b",0,4.20731225197755,0.451,0.054,0
"Cst3",0,-1.76531162900539,0.322,0.675,0
"Bsg",0,-1.88596787077843,0.598,0.923,0
"Cacna2d1",0,1.66254946408831,0.616,0.291,0
"Pcp4",0,4.638382424261,0.317,0.017,0
"Ogfrl1",0,-1.15623360061354,0.559,0.856,0
"Wdr17",0,-1.37139247685795,0.534,0.827,0
"Ctsl",0,-1.39214316232668,0.511,0.797,0
"Slitrk2",0,-1.1169499275237,0.562,0.845,0
"Laptm4a",0,-1.27951234469501,0.471,0.749,0
"Eno1",0,-1.25745210663073,0.627,0.887,0
"Rgs13",0,3.40732780484989,0.306,0.049,0
"Tspan3",0,-1.20873115469914,0.593,0.85,0
"Cd9",0,-1.34031478650803,0.64,0.896,0
"Dbi",0,-1.21624797286964,0.56,0.808,0
"Nuak1",0,3.96068214024883,0.24,0.021,0
"Rlbp1",0,-1.16273513357624,0.721,0.937,0
"Fgd4",0,1.06256058224428,0.874,0.658,0
"Car2",0,-1.1995052388286,0.717,0.924,0
"Flt1",0,-0.906718032447608,0.789,0.979,0
"Aqp4",0,-1.24297457568312,0.823,0.983,0
"B2m",0,-1.3144511650003,0.76,0.919,0
"Mgarp",0,-1.42166322131302,0.809,0.953,0
"Itm2b",0,-1.14764856085385,0.849,0.964,0
"Gpr37",0,-0.883911739005101,0.894,0.987,0
"Clu",0,-1.64585764351147,0.914,0.995,0
"Glul",0,-1.08642677424175,0.935,0.995,0
"Magi1",0,0.889880066226027,0.992,0.947,0
"Dkk3",0,-0.604851428803475,0.965,0.993,0
"Apoe",0,-1.59728928141828,0.974,0.998,0
"Rtn4",0,-0.575272623789844,0.992,0.998,0
"Acsl3",0,-0.750379807625623,0.995,0.998,0
"Rora",0,0.731884600926005,0.999,0.998,0
"Nlgn1",0,0.664473389268021,1,1,0
"Malat1",0,-0.514037690218207,1,1,0
"Nxn",1.37228012234208e-301,1.33329208621718,0.786,0.526,3.08337620689041e-297
"Car14",3.09011763331142e-301,-1.13011718500684,0.572,0.818,6.94318531028744e-297
"Meg3",9.87818924632049e-299,1.66500911135188,0.592,0.272,2.21953034175575e-294
"Cd81",2.83629335352285e-296,-1.19289104265139,0.512,0.772,6.3728675360305e-292
"Hes1",1.74953443009042e-290,-1.29224650647013,0.467,0.764,3.93102891097015e-286
"Kcnb2",1.0811165180684e-289,3.13537439096175,0.267,0.038,2.42916070444789e-285
"Gnai2",1.19453323903186e-289,-1.06021390231844,0.591,0.817,2.68399673478069e-285
"Prdx6",1.48996473863085e-286,-1.16528383570189,0.515,0.77,3.34780177122965e-282
"Ubb",2.3737644822269e-283,-1.46908180448892,0.388,0.661,5.33361141511562e-279
"Dab1",3.02261561360807e-283,0.777587973411277,0.947,0.809,6.79151502221596e-279
"Fxyd1",9.44441324990727e-279,-1.44479447116566,0.379,0.657,2.12206521312166e-274
"Prkg1",1.05978654257816e-271,0.418050704443363,0.999,0.999,2.38123438251887e-267
"Tcf4",1.89719627545379e-265,0.48191390583721,1,0.997,4.26281031131711e-261
"Sec62",3.78978012643303e-264,-1.11362923441122,0.523,0.768,8.51525696608238e-260
"Cp",8.7069456156164e-263,-0.63676465616308,0.984,0.998,1.95636361037285e-258
"Atp1a1",1.29886716027975e-262,-0.917931683764783,0.667,0.856,2.91842462243257e-258
"Dusp15",2.40518101498055e-261,3.48092304315994,0.224,0.027,5.40420122255981e-257
"Igfbpl1",6.77353470499577e-260,6.35968092811924,0.164,0.003,1.5219455128655e-255
"Crot",3.17471373858061e-255,-0.919837415136147,0.652,0.863,7.13326429921678e-251
"Fth1",1.53377751621272e-254,-1.26554950729417,0.414,0.686,3.44624470117836e-250
"Rcn2",1.20685112601004e-252,-1.14046794436894,0.494,0.732,2.71167379503197e-248
"Sparc",9.9400257217966e-251,-0.945391328463447,0.636,0.843,2.23342437943048e-246
"Macf1",8.29665585257269e-249,0.549509443918645,0.994,0.967,1.86417560351456e-244
"Pcdh15",8.72952450990928e-242,1.16517234958031,0.837,0.656,1.96143686213151e-237
"Pfn2",8.79194631564303e-234,-1.10132830843635,0.521,0.743,1.97546241766183e-229
"Car10",4.97841092227625e-233,3.50594682865352,0.176,0.013,1.11859915012625e-228
"Epb41",4.18007376067804e-231,1.02603973923146,0.813,0.591,9.39220773286749e-227
"Tmbim6",1.5870133129323e-222,-1.15559172614342,0.443,0.676,3.56586021282759e-218
"Opcml",2.67782983565299e-220,4.71902675364487,0.166,0.012,6.01681585772871e-216
"Nedd4l",5.86939367396086e-220,0.740738761280112,0.938,0.8,1.31879406460227e-215
"Mir100hg",3.66085621226208e-219,0.619414214142012,0.984,0.939,8.22557782333166e-215
"Zfp385b",6.03780706889002e-219,2.55530068276645,0.22,0.035,1.3566348703089e-214
"Pde3a",6.05135596452475e-219,1.2855715576612,0.675,0.407,1.35967917166907e-214
"Dll1",1.27584144279259e-218,2.96188790299423,0.222,0.038,2.86668813781066e-214
"Chd7",3.45210803137076e-218,0.69098621533044,0.945,0.834,7.75654153568697e-214
"Chn2",2.32294511847044e-217,0.983441326616656,0.885,0.719,5.21942538669123e-213
"Adamts17",9.8171359845497e-214,1.90609077803185,0.408,0.168,2.20581228436847e-209
"Ttyh2",1.04808739516914e-212,2.24866290321286,0.302,0.088,2.35494756820555e-208
"Neurod4",4.58954508235207e-211,4.41217417799791,0.154,0.01,1.03122488455369e-206
"Prkce",1.92045737662497e-208,0.944201811282993,0.755,0.499,4.31507567953864e-204
"Vat1l",4.57239200023818e-208,0.767261542001086,0.92,0.804,1.02737075853352e-203
"Mapt",1.53134056931093e-207,1.65227424753015,0.492,0.256,3.44076912518474e-203
"Setbp1",1.72090555591019e-204,0.704079246551163,0.936,0.808,3.8667026935746e-200
"Eml6",7.70142124683048e-204,0.699251948248305,0.964,0.891,1.73043233995034e-199
"Neurog2-9SA",4.5612011224001e-202,10.2654283421775,0.121,0,1.02485628019208e-197
"H3f3a",5.66591592605363e-198,-1.07479962534639,0.496,0.707,1.27307464942499e-193
"Gabrb3",7.12603687074787e-195,2.7229491727779,0.179,0.023,1.60114922448834e-190
"Grid2",4.70986690548109e-194,0.442391918240919,1,0.999,1.05825999499255e-189
"Ttyh1",6.95034646683758e-192,-0.64375019758899,0.809,0.92,1.56167334763374e-187
"Ptn",1.98361399735266e-187,-0.614686812234207,0.817,0.948,4.45698229065169e-183
"Cbfa2t3",3.13172651176497e-187,5.88441259547202,0.119,0.002,7.03667629928471e-183
"Unc5c",6.21463767619235e-187,0.561804156107333,0.995,0.987,1.39636693946366e-182
"H3f3b",3.94675994929603e-184,-0.850627096280194,0.684,0.83,8.86797493007325e-180
"Nrxn3",4.13225212072108e-183,0.513472080773817,0.995,0.992,9.28475729004819e-179
"Hs3st1",1.02152234292189e-182,3.43440225346085,0.161,0.019,2.29525855231118e-178
"Zbtb20",4.7971349110013e-181,0.386075704701549,1,1,1.07786824315288e-176
"Slc25a4",3.65005002014197e-180,-1.21862668904034,0.38,0.598,8.20129739025699e-176
"Ppp3ca",1.06953242950677e-179,0.390609947906148,1,0.999,2.40313241585875e-175
"Arl6ip1",7.00845742483485e-179,-1.12396109712947,0.409,0.621,1.57473029878614e-174
"Gabrb2",7.03921228296905e-179,4.65995197911654,0.129,0.007,1.58164060786032e-174
"Pip5k1b",7.01608100514314e-178,0.66823813489291,0.93,0.828,1.57644324104561e-173
"Piezo2",2.6738355348193e-177,3.77801326059502,0.158,0.02,6.00784106318549e-173
"Eml5",1.6142518856895e-176,1.11760643549952,0.706,0.471,3.62706256195574e-172
"Hcn1",8.74145160656287e-176,2.32448294314852,0.188,0.033,1.96411676147861e-171
"Hexb",4.1183746368903e-174,-0.501448165828466,0.972,0.992,9.25357597162881e-170
"Chn1",9.82071313672725e-174,0.747498384504383,0.851,0.67,2.20661603469124e-169
"Slc35f1",1.25078408782471e-173,0.605741459336683,0.972,0.94,2.81038676693335e-169
"Ppp2r2b",4.86215084387883e-173,2.70689044619014,0.158,0.019,1.09247667311113e-168
"Slc44a5",6.05922607793607e-172,1.29248577830586,0.568,0.35,1.36144750745145e-167
"Zeb1",5.3834468727436e-171,0.854874599708946,0.769,0.553,1.20960667783676e-166
"Mxra7",8.40065549125504e-171,-0.773921945943228,0.617,0.799,1.8875432823301e-166
"Zfp536",1.01674632941747e-167,0.50130795949846,0.98,0.935,2.28452732756812e-163
"Miat",1.08829285037044e-167,5.14258723993552,0.116,0.005,2.44528520549735e-163
"Dcc",1.5782373158019e-167,3.18928943136843,0.148,0.017,3.54614142487529e-163
"Mfge8",2.68282543451738e-164,-1.3390175760285,0.278,0.504,6.0280404688171e-160
"Dnah11",8.82607983157283e-163,2.64060138057845,0.209,0.05,1.9831318773561e-158
"Ndfip1",2.82038590567308e-162,-0.716966814536818,0.712,0.844,6.33712509145684e-158
"Thrb",5.00495154492182e-162,0.822470686781456,0.825,0.669,1.12456256262848e-157
"Pard3",7.67482297563706e-162,0.632816380324105,0.894,0.738,1.72445597439589e-157
"Igtp",4.55413149227364e-160,-1.93951148782994,0.154,0.368,1.02326780499896e-155
"Nyap2",4.66463860182294e-160,3.70651882828049,0.124,0.009,1.0480976474436e-155
"Dach1",6.28915016445918e-160,0.381319032821965,0.999,0.998,1.41310915045233e-155
"Junb",1.67755157645751e-159,-1.06600607135027,0.417,0.642,3.76929063714237e-155
"Sorbs2",1.56836850299489e-157,0.402260060327202,0.997,0.987,3.52396718937922e-153
"Vim",4.94209969261418e-157,-1.01205103917802,0.446,0.651,1.11044037993348e-152
"Gulp1",1.08584595236868e-155,0.540822484765121,0.957,0.9,2.43978727037719e-151
"Jph1",9.98503419397195e-155,2.43355006294471,0.196,0.045,2.24353733304356e-150
"Tmem59",2.41650234599105e-151,-0.97344090507893,0.433,0.629,5.42963912120729e-147
"Lrp12",5.09002165263021e-149,1.82831178483556,0.321,0.133,1.14367696512948e-144
"Frmd4a",1.46865419922924e-148,0.763248783224242,0.739,0.526,3.29991912024818e-144
"Sntg1",2.86101522854919e-148,0.705373322726587,0.839,0.678,6.42841511702718e-144
"Ifitm3",2.69198056189917e-147,-1.9037220328273,0.145,0.35,6.04861112453123e-143
"2610307P16Rik",9.08153748424779e-147,1.43034525961079,0.453,0.251,2.04053065733564e-142
"Plpp3",1.25590271106356e-146,-0.585758732280648,0.719,0.885,2.82188780148872e-142
"Osbp2",8.72442472835079e-145,2.213840426576,0.187,0.043,1.96029099221314e-140
"Tnc",1.43676018302253e-144,3.40942499649041,0.133,0.017,3.22825645523331e-140
"Ctsb",4.06673152912627e-143,-0.959087615972499,0.407,0.608,9.13753907279381e-139
"Psap",5.68263371674247e-143,-0.869586547648058,0.49,0.675,1.27683096981487e-138
"Map4k4",9.27406389812423e-143,0.627230740422504,0.862,0.709,2.08378941726953e-138
"Cd63",7.31540082815913e-142,-1.02395834172603,0.405,0.6,1.64369741207908e-137
"Kif1b",3.62941107686644e-141,0.537231470768782,0.939,0.838,8.1549237486112e-137
"Mir99ahg",1.94731806537032e-140,0.30917062708593,1,1,4.37542896108058e-136
"Efemp1",3.26665506004089e-140,-0.530437319076333,0.701,0.901,7.33984725440587e-136
"Selenof",4.12774369505893e-139,-0.985826005672175,0.428,0.61,9.27462730842791e-135
"Kdr",1.20870236747701e-138,-0.441897161999119,0.937,0.98,2.71583334948408e-134
"Atp6v0c",7.47013320931323e-138,-1.21986651864816,0.264,0.473,1.67846423080059e-133
"Prom1",1.10997635542374e-137,3.76901882147388,0.119,0.013,2.4940058730016e-133
"Angpt1",1.12124626327246e-136,2.81459585857331,0.145,0.025,2.51932822894689e-132
"Dip2c",7.63036177992297e-135,0.62753136850551,0.857,0.692,1.71446598833089e-130
"Runx1t1",3.14649895679163e-133,1.82129946387041,0.264,0.099,7.06986850601511e-129
"Htra1",8.1298102964781e-132,-0.897770289126393,0.428,0.618,1.82668707551567e-127
"Cntn4",1.20220229095772e-131,1.97660576867179,0.238,0.08,2.70122832755291e-127
"Rps29",3.56122782468605e-130,-0.791614887497557,0.485,0.683,8.00172279928709e-126
"Bst2",2.78323101630512e-129,-1.59482414100721,0.234,0.426,6.25364177053597e-125
"Otud7a",5.10092775073453e-129,0.814107158786328,0.695,0.496,1.14612745631254e-124
"Gapdh",5.771448300914e-129,-1.17486943520242,0.303,0.498,1.29678671873237e-124
"Fgf12",1.96428887333943e-128,1.13506031194408,0.456,0.25,4.41356066950636e-124
"Slc40a1",2.50144175099047e-128,3.92202051987973,0.103,0.009,5.6204894703005e-124
"Ifit3",4.98783278316306e-126,-1.72061028908355,0.205,0.393,1.12071614804891e-121
"Syt9",1.08534750766116e-125,2.30766273983596,0.17,0.042,2.43866731496386e-121
"Tpt1",1.97552579218712e-125,-0.602709743008088,0.679,0.832,4.43880890246525e-121
"Kif21a",2.13445998447188e-124,0.628829718188413,0.856,0.723,4.79591813910986e-120
"Cemip2",2.67017571142832e-124,1.53564656690634,0.29,0.121,5.99961780600828e-120
"Xkr4",2.8081048771984e-124,0.891078554032899,0.635,0.418,6.3095308485771e-120
"Trim2",4.52988567031173e-124,0.57330777016776,0.935,0.853,1.01782001126234e-119
"Ank3",1.93667122697626e-123,0.303883387104906,0.998,0.996,4.35150657989296e-119
"H2-D1",2.99487409120461e-122,-0.935653330041625,0.54,0.705,6.72918259552765e-118
"Scd2",7.50615186313852e-122,-0.563071606740496,0.747,0.876,1.68655726212859e-117
"Mllt3",7.53335182271821e-122,0.651545766793514,0.765,0.553,1.69266882104656e-117
"Timp2",9.89479187506554e-122,-0.748064460044895,0.54,0.705,2.22326078640848e-117
"Sfxn5",1.01143691141107e-121,-0.508239698308523,0.794,0.912,2.27259759624954e-117
"Nckap5",1.77098854104959e-120,0.300873508023559,0.997,0.996,3.97923415288433e-116
"Frmd5",2.31393204699689e-120,0.791784498844085,0.669,0.474,5.19917391639731e-116
"Dennd1a",2.68808150102532e-120,0.363201876336874,0.992,0.971,6.03985032465379e-116
"Pde1c",5.66760285818528e-120,0.415194364701288,0.981,0.964,1.27345368620565e-115
"Gm42418",1.16283952333454e-118,0.451530565781362,1,1,2.61278412498039e-114
"Camk1d",1.23306588839694e-118,-0.443121444750385,0.996,0.999,2.77057574463909e-114
"Hmgb1",2.95237582306226e-118,-0.981437729879856,0.399,0.571,6.63369323683859e-114
"Tmem176b",2.98917933161568e-118,-1.5974582639615,0.122,0.299,6.71638704020728e-114
"Aplp2",3.16626370682567e-118,-0.61303026585105,0.701,0.812,7.11427792286659e-114
"C1qa",4.90544249293254e-118,-2.77316073615947,0.03,0.168,1.10220387373701e-113
"Esrrg",2.33218511943809e-117,1.3222444554153,0.429,0.249,5.24018674486545e-113
"Fgfr2",9.44359541002992e-117,-0.815098746430382,0.476,0.645,2.12188145267962e-112
"Lsamp",5.36006169546345e-116,0.25197159162419,1,0.999,1.20435226235368e-111
"Aff2",6.75320422784567e-116,1.61631632428667,0.279,0.118,1.51737745795464e-111
"Hspa8",8.03886409969895e-116,-0.935991005006774,0.392,0.57,1.80625237456136e-111
"Dipk2a",1.46280831314484e-115,1.39364154752494,0.493,0.33,3.28678399880515e-111
"Ctss",2.83890579806579e-115,-2.11725943040278,0.06,0.214,6.37873743767402e-111
"Adamts5",1.73660362217322e-114,-0.725356815233536,0.461,0.656,3.90197467866101e-110
"Tmco1",5.82930467320749e-114,-1.21046867486026,0.223,0.41,1.30978646702299e-109
"Camk4",9.98667545480173e-114,1.26412138172748,0.386,0.207,2.2439061079394e-109
"Folr1",6.19013776523047e-113,-1.65439492085907,0.101,0.269,1.39086205446963e-108
"Selenok",6.95583740560068e-113,-1.2171979806895,0.22,0.405,1.56290710666442e-108
"Exoc6b",6.62293637700148e-112,0.615249637570524,0.785,0.61,1.48810757454846e-107
"Rian",4.67879795997078e-111,1.68261158643357,0.262,0.109,1.05127911362584e-106
"Mt1",8.22322987988557e-111,-1.25687550765905,0.239,0.425,1.84767752171149e-106
"Fstl5",3.1629413165999e-110,1.47495534529689,0.217,0.074,7.10681284426832e-106
"Eif1",4.48609806675877e-110,-1.05702581741071,0.312,0.493,1.00798137462003e-105
"Adgrl3",3.28420154852403e-109,0.348950414943431,0.995,0.987,7.37927245937865e-105
"Enah",7.15193499176939e-109,0.504262920252587,0.911,0.799,1.60696827330066e-104
"Ndufa13",1.58857927731813e-108,-1.37746654977358,0.158,0.334,3.5693787782061e-104
"Gbp2",2.1130675942664e-108,-1.54706672989415,0.189,0.362,4.74785157755718e-104
"Hipk2",2.36846529748328e-108,0.585334435087314,0.829,0.672,5.32170467691519e-104
"Ghr",5.06156391941724e-108,0.893667186676684,0.592,0.42,1.13728279705386e-103
"Psmb8",1.54237010869103e-107,-1.70042695422333,0.114,0.277,3.46555139721787e-103
"Ap3b1",2.16327649207691e-107,0.682531468123818,0.666,0.49,4.8606659500476e-103
"Mtss1",4.57825079366837e-107,0.851532634698958,0.582,0.395,1.02868717082935e-102
"C530008M17Rik",4.76281903967578e-107,1.9222121294848,0.216,0.079,1.07015781002475e-102
"Rcan2",7.05440289288648e-107,1.61184617189795,0.257,0.108,1.58505378600266e-102
"Cxcl16",6.74102988736674e-106,-1.39006680712575,0.153,0.326,1.51464200539243e-101
"Erc2",8.36288636187336e-106,1.57077955670926,0.223,0.081,1.87905693664933e-101
"Ankrd28",1.13471108240309e-105,0.582271277928297,0.904,0.815,2.54958233105151e-101
"Csnk1g1",3.01963144225554e-105,0.86274439602016,0.572,0.393,6.78480988760396e-101
"Apba2",1.44576531943093e-104,1.42038640275747,0.323,0.163,3.24849009622936e-100
"Mycbp2",2.42803002656813e-104,0.430076650904546,0.953,0.876,5.45554066669592e-100
"Sox6",3.04776763565138e-104,0.388835092397963,0.975,0.936,6.84802910054509e-100
"Canx",1.65945953698632e-103,-0.653503358248652,0.562,0.717,3.72863963365456e-99
"Ubc",3.82933606770777e-103,-1.03069457795074,0.282,0.461,8.6041352105326e-99
"Grik1",6.34381974427516e-103,3.14105950610637,0.105,0.016,1.42539285834119e-98
"Gnas",1.48897647073139e-102,-0.73834497125743,0.469,0.635,3.34558123208635e-98
"Stk3",1.77170575998896e-102,0.648469852831165,0.714,0.552,3.98084567211919e-98
"Pdia3",4.13387641885653e-102,-0.861508408517209,0.395,0.562,9.28840692552875e-98
"Trio",1.5287597609789e-101,0.545416952870685,0.791,0.613,3.43497030694349e-97
"Kirrel3",6.07051630594836e-101,0.497642230427491,0.946,0.927,1.36398430878354e-96
"Cadps",1.44528075128895e-100,0.855027339373173,0.499,0.307,3.24740132007115e-96
"Sfpq",1.73609263741158e-100,0.52630041478395,0.793,0.62,3.90082654700009e-96
"Cspg5",2.69511314339683e-100,-0.69928259661678,0.547,0.696,6.05564972189835e-96
"Gstm5",4.51794589849271e-99,-1.48220871114219,0.114,0.273,1.01513726393233e-94
"Spred1",9.97183364751013e-99,0.597547145319394,0.802,0.654,2.24057130225905e-94
"Ndnf",2.51764189599037e-98,-0.462224715829328,0.819,0.902,5.65688957610076e-94
"Clic1",3.15305562117261e-98,-1.26458731181281,0.165,0.334,7.08460067521273e-94
"Ppia",4.61812349073151e-98,-0.988359061808671,0.306,0.477,1.03764616713246e-93
"Gng5",4.88590744088418e-98,-1.33615208336342,0.157,0.323,1.09781454289227e-93
"Hspa5",9.67796721743506e-98,-0.887022752330646,0.364,0.539,2.17454245408548e-93
"Slc9a9",3.54198469844247e-97,0.858670343671001,0.444,0.262,7.95848541893038e-93
"Nav2",4.51092964387483e-97,0.317150227804093,0.991,0.978,1.01356078168224e-92
"Slc3a2",4.44463938638949e-96,-0.964784946819079,0.318,0.488,9.98666023727855e-92
"Braf",5.96573741706848e-96,0.503727686250059,0.803,0.629,1.34044154024112e-91
"Ptpn14",7.39903101848385e-96,1.3601746153203,0.242,0.101,1.66248827954314e-91
"Fau",1.22573391510286e-95,-0.877118769186218,0.38,0.549,2.75410153384461e-91
"A230057D06Rik",1.26745072360677e-95,0.645924718791763,0.632,0.429,2.84783503087206e-91
"Slc2a1",3.3858278658071e-95,-0.859567667006861,0.344,0.517,7.60761663168196e-91
"Nav1",4.22293639129974e-95,0.542560566883231,0.842,0.731,9.48851577761138e-91
"Fras1",2.88316890351213e-94,1.34179104086246,0.289,0.14,6.4781922093014e-90
"Gm47271",3.41089845318878e-94,-1.23613532010741,0.22,0.384,7.66394773446987e-90
"Isg15",3.46249867496816e-94,-1.76467521009659,0.121,0.273,7.77988827278596e-90
"Sbspon",5.62006654915422e-93,-0.847450943616985,0.366,0.532,1.26277275292946e-88
"Cebpd",2.58709459019393e-92,-1.37302853137203,0.197,0.36,5.81294283470674e-88
"Rpl7",4.11043320347954e-92,-0.87272838362588,0.377,0.542,9.23573236489817e-88
"Slc1a3",9.90310925984982e-92,-0.263637658990107,0.995,0.999,2.22512961959566e-87
"Dapl1",6.80020503661014e-91,-0.884796723587545,0.383,0.542,1.52793806967593e-86
"Prnp",8.84946273799985e-91,-0.824367781671109,0.395,0.552,1.98838578260119e-86
"Maged1",1.13928409588778e-90,-0.872482185188368,0.371,0.527,2.55985743505026e-86
"Farp1",3.83913411645665e-90,0.677811748875211,0.696,0.562,8.62615044626646e-86
"Mlc1",1.41971597360975e-89,-0.786629419146938,0.409,0.566,3.18995982110375e-85
"Tubb4b",1.42929069097717e-89,-1.37114441570477,0.122,0.275,3.21147325355661e-85
"Heg1",5.05781407634487e-89,1.5297912517581,0.257,0.12,1.13644024481393e-84
"Zfp804b",5.34381317023628e-89,-0.377894931674466,0.8,0.927,1.20070138122039e-84
"Qsox1",9.04896702374027e-89,1.54693041342291,0.246,0.112,2.0332124005642e-84
"Smyd3",4.4234885171152e-88,0.630660592575467,0.643,0.458,9.93913634910614e-84
"Astn2",6.72261079031482e-88,1.84994826009305,0.211,0.087,1.51050341847584e-83
"Fmn2",7.96265007509422e-88,2.01941064545875,0.147,0.044,1.78912784537292e-83
"Oat",1.82526091487129e-87,-1.13743885738993,0.204,0.364,4.10117874962429e-83
"Hsp90b1",2.57299909358813e-87,-0.720093222473842,0.429,0.587,5.78127166338318e-83
"Inpp4b",5.01809945508958e-87,0.607174238797981,0.464,0.267,1.12751676656408e-82
"Btbd17",7.9111908649754e-87,2.28529807017707,0.112,0.025,1.77756547545132e-82
"Spcs2",1.02292567899373e-86,-1.09271458453277,0.218,0.378,2.298411708131e-82
"Dgkh",1.22059205867082e-86,1.03151392969208,0.379,0.222,2.74254829662747e-82
"Bmper",1.50090134079061e-86,1.80663990153018,0.175,0.062,3.37237522262242e-82
"Syn2",3.29437706185292e-86,2.07872562555221,0.127,0.033,7.40213582027732e-82
"Ctnna2",4.93551928740819e-86,1.8124881792763,0.132,0.035,1.10896182868775e-81
"Cryab",6.28805451447961e-86,-0.932176545805059,0.315,0.474,1.41286296885842e-81
"Espn",2.12562256083124e-85,-0.631413898639656,0.565,0.692,4.77606133193171e-81
"Tmem176a",3.42968722456243e-85,-1.73238558923591,0.065,0.193,7.70616422486931e-81
"Igf2",1.76914012819982e-84,-1.24247886421887,0.153,0.306,3.97508095405218e-80
"Rtn3",2.36673560632439e-84,-0.346521001542124,0.948,0.974,5.31781823385027e-80
"Hist1h2bc",3.31526609255116e-84,-0.954119994354481,0.266,0.43,7.44907138335319e-80
"Cacna1a",3.45281304936362e-84,1.76925990736194,0.192,0.075,7.75812564061511e-80
"Rgs6",3.61620155901068e-84,0.276052301000173,0.995,0.997,8.1252432829411e-80
"Slc1a2",5.79819050371237e-84,0.514913872599492,0.826,0.688,1.30279542427913e-79
"Tead1",6.82509190143303e-84,0.480260548820964,0.788,0.625,1.53352989933299e-79
"Nfib",7.02820233425262e-84,0.339156199299057,0.99,0.975,1.57916678248322e-79
"Irf1",8.74407563668047e-84,-1.31861480067588,0.23,0.381,1.96470635480573e-79
"Gm26936",9.66343886287315e-84,-1.26465155639974,0.175,0.325,2.17127807809897e-79
"Ifit3b",9.77230073638514e-84,-1.58022191460518,0.126,0.269,2.19573825245838e-79
"Nlk",1.33042773679016e-83,0.461919206364688,0.87,0.732,2.9893380817938e-79
"Kcnma1",2.17672143106989e-83,1.24165318605586,0.215,0.088,4.89087538347094e-79
"Focad",2.97343306379201e-83,1.15163877264796,0.331,0.185,6.68100675103426e-79
"S100a6",4.60098678925665e-83,-1.28715404572022,0.182,0.336,1.03379572167808e-78
"Msrb3",8.13871522443785e-83,0.737459946522553,0.504,0.334,1.82868792377894e-78
"Airn",1.49484283424948e-82,1.52694418067698,0.288,0.152,3.35876236427516e-78
"Dgkb",1.50818719513776e-82,0.364451427688119,0.974,0.96,3.38874580875503e-78
"Rnf165",1.90180130829077e-82,1.21588865768933,0.268,0.131,4.27315735959854e-78
"A330076H08Rik",2.09388476384448e-82,0.861958006404264,0.39,0.226,4.70474967588217e-78
"Fndc5",3.11409233283472e-82,2.4365557515126,0.103,0.022,6.99705406264633e-78
"Tuba1b",5.05131403251183e-82,-1.28799580741468,0.141,0.288,1.13497974996508e-77
"Arfgef3",6.3756029427101e-82,1.1676297280124,0.298,0.156,1.43253422519753e-77
"Hint1",3.1291952469537e-81,-1.09707579343407,0.206,0.36,7.03098880038026e-77
"Pon2",3.64702689856604e-81,-0.648064344047062,0.51,0.648,8.19450473838803e-77
"Pde4d",1.12449089221899e-80,0.324424995806901,0.981,0.949,2.52661858572685e-76
"Pkp4",1.24154494169533e-80,0.533435333699885,0.7,0.528,2.78962732949523e-76
"Etfa",1.93364450017668e-80,0.832465810998219,0.473,0.317,4.34470582744697e-76
"Adamts12",2.66795764177971e-80,0.929874666747179,0.415,0.259,5.99463402531483e-76
"Atp1b3",5.47567331108351e-80,-0.61476482434239,0.556,0.689,1.23032903626735e-75
"St3gal1",9.64900815355542e-80,0.99216338452031,0.394,0.242,2.16803564202237e-75
"Psme1",1.7595350827038e-79,-1.40864031155024,0.117,0.254,3.95349937732718e-75
"Ptprt",2.24315678426389e-79,0.90586184889888,0.326,0.173,5.04014897856253e-75
"Tnik",2.34626754687177e-79,0.396692237476364,0.941,0.865,5.27182855106618e-75
"Selenos",3.00438129565408e-79,-0.939629696825602,0.278,0.433,6.75054433320515e-75
"Col9a1",5.0697462353218e-79,-0.339941588866629,0.728,0.898,1.13912128161445e-74
"Rps23",5.39367382352735e-79,-0.638402928450138,0.478,0.633,1.21190457140836e-74
"H2-K1",7.64386490360557e-79,-0.691065910726456,0.622,0.744,1.71750000519114e-74
"Rps27",1.07447185396084e-78,-0.717350060028562,0.412,0.569,2.41423080866461e-74
"Camta1",1.65032287245635e-78,0.567980048014144,0.625,0.447,3.70811046212217e-74
"H2-T23",2.98716151758956e-78,-1.38532582622099,0.151,0.293,6.71185321387198e-74
"Ppib",5.92571456112379e-78,-1.0469469957304,0.217,0.368,1.33144880473891e-73
"Mob3b",1.00945424849162e-77,0.504911605453193,0.792,0.697,2.26814275093583e-73
"Rbm6",1.26665514699672e-77,0.488911989130349,0.719,0.548,2.84604744978692e-73
"Vcam1",2.02901991631801e-77,-1.09031275446821,0.301,0.45,4.55900484997494e-73
"Qrfpr",2.27702255155103e-77,-0.740074549230652,0.38,0.538,5.11624197108e-73
"Atp11b",4.19166137222439e-77,0.945210147251617,0.486,0.345,9.41824393725099e-73
"Ptma",8.10977485243106e-77,-0.606331961320333,0.552,0.69,1.82218531159274e-72
"Crym",1.29700455569199e-76,-0.585308453482791,0.579,0.708,2.91423953618433e-72
"Psme4",2.13262759032024e-76,0.479698331334244,0.766,0.608,4.79180093269055e-72
"Ust",2.13666467909175e-76,0.415807296398782,0.922,0.855,4.80087186745126e-72
"Baz2b",3.32051509119531e-76,0.260770480835415,0.995,0.989,7.46086535840675e-72
"Spata13",5.22842829941597e-76,1.27033957012487,0.252,0.124,1.17477555459577e-71
