"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mapre2",2.73211073854778e-38,0.794632171328276,0.28,0.183,6.138779618443e-34
"Tle1",3.57651414600751e-38,0.34777939503211,0.73,0.616,8.03606963466427e-34
"Gbp6",3.82083647373625e-38,-0.739989713343404,0.41,0.49,8.58503747283799e-34
"Elmo1",3.8998179063321e-38,0.717293189646611,0.312,0.211,8.7625008537376e-34
"Dock1",4.66477547729927e-38,0.288674738770783,0.836,0.79,1.04812840199437e-33
"Crim1",4.89854669190235e-38,-0.261569847753976,0.653,0.769,1.10065445620354e-33
"Cd44",4.94425612732231e-38,-0.394726901538219,0.524,0.633,1.11092490924805e-33
"Gls",7.76533706099257e-38,0.369496444928754,0.605,0.466,1.74479358423442e-33
"Cox6c",9.74672285636638e-38,-0.711959328829476,0.231,0.334,2.18999115859696e-33
"Krtcap2",1.15287434212685e-37,-1.03931785975117,0.101,0.186,2.59039335932483e-33
"Rapgef2",1.33313363673269e-37,0.302536371328699,0.807,0.735,2.99541796837468e-33
"Flrt2",1.41506647089757e-37,-0.305858962523473,0.652,0.77,3.17951285345974e-33
"Ccdc88a",1.47883342236227e-37,0.284760709248498,0.854,0.763,3.32279081670579e-33
"Vwa8",1.51195575317118e-37,0.395154377293373,0.621,0.511,3.39721338180033e-33
"Hist3h2ba",1.58618326671422e-37,-1.06241432709899,0.097,0.181,3.56399518198018e-33
"Igfbp4",1.67536626699791e-37,-1.05766752979738,0.088,0.17,3.7643804653176e-33
"Gpc3",1.71912198679075e-37,-0.846484937006463,0.106,0.195,3.86269519212015e-33
"Rwdd1",2.11913392899286e-37,-0.782777216002874,0.187,0.285,4.76148202505406e-33
"Nbl1",2.12648259961394e-37,-0.94344482662624,0.111,0.199,4.77799375307257e-33
"Arhgap21",2.22171104896203e-37,0.291745658611279,0.864,0.778,4.99196255591279e-33
"Actg1",2.29628322443206e-37,-0.611511600676304,0.331,0.432,5.1595187769764e-33
"Usp34",2.38736896833728e-37,0.254827024733545,0.892,0.798,5.36417933495704e-33
"Zfp207",2.64938696057094e-37,0.307806532915546,0.746,0.619,5.95290756170685e-33
"Tm9sf3",2.91463975737922e-37,-0.489092086633564,0.487,0.572,6.54890407085536e-33
"Lrrn3",4.00701984507838e-37,-0.778562903909989,0.173,0.27,9.00337288990661e-33
"Chchd10",4.13331046954058e-37,-1.20511212270623,0.06,0.133,9.28713529401072e-33
"Ndufa3",4.44266637093672e-37,-1.03187702810273,0.101,0.185,9.98222706885771e-33
"Scrn1",4.94222179007148e-37,0.682256160071479,0.296,0.197,1.11046781401116e-32
"Dpm3",5.26743378912061e-37,-1.13525965827375,0.078,0.156,1.18353969807751e-32
"Itm2c",5.80092862773433e-37,-0.70838942661297,0.211,0.313,1.30341065336563e-32
"Dst",5.86613688760498e-37,0.272334744084566,0.871,0.788,1.31806229727596e-32
"Serf2",6.44283129712324e-37,-0.665137946861259,0.296,0.395,1.44763976415062e-32
"Rpl30",7.11784711160667e-37,-0.478069597765982,0.453,0.553,1.5993090675069e-32
"Tmem147",7.94324049808662e-37,-1.09171054990294,0.077,0.155,1.78476670751508e-32
"Dyrk1a",9.19782472575894e-37,0.300877145771092,0.729,0.605,2.06665923763078e-32
"Erp29",1.01027388497277e-36,-0.84390777001574,0.165,0.26,2.26998439214531e-32
"Rab13",1.14090192856292e-36,-1.0632317261753,0.09,0.171,2.56349254328801e-32
"Agap3",1.34816263972879e-36,0.921240813861437,0.18,0.1,3.02918663520662e-32
"Lamp2",1.53608358976924e-36,-0.348434774277947,0.648,0.737,3.4514262178525e-32
"Adgrb3",2.00076158050655e-36,0.43468856495272,0.493,0.361,4.49551119524017e-32
"Edf1",2.01904479791852e-36,-1.03817716386973,0.094,0.176,4.53659175644311e-32
"Lcorl",2.4504873203647e-36,0.428069401545248,0.547,0.438,5.50599996012745e-32
"March1",2.71057624775205e-36,1.48041017832968,0.109,0.049,6.09039377107409e-32
"Syt15",3.85155721690996e-36,-0.682712376107288,0.249,0.35,8.654063910675e-32
"Hopx",3.91097556678344e-36,-0.775188706141897,0.363,0.449,8.7875710010057e-32
"Plekha5",5.7775586315669e-36,0.48040257951723,0.489,0.383,1.29815964892677e-31
"Atp5j2",5.97170610297655e-36,-0.861914102038552,0.137,0.228,1.3417826442778e-31
"Ssh2",6.24721797190902e-36,0.68882979445988,0.314,0.218,1.40368740610824e-31
"Spcs1",6.70409087309219e-36,-0.945050032117857,0.103,0.187,1.50634217827509e-31
"Cacul1",7.23295020456725e-36,0.589634966065026,0.399,0.297,1.62517158146422e-31
"Kat2b",7.61751212812998e-36,0.413462694935593,0.57,0.462,1.71157880006953e-31
"Slc22a17",7.69524483090289e-36,-0.890291819306792,0.143,0.234,1.72904456105557e-31
"Psmb5",8.16352769923447e-36,-1.13503182234967,0.065,0.139,1.83426303874099e-31
"Srp14",9.05611483154788e-36,-0.877210869402469,0.142,0.233,2.03481844150049e-31
"Rpl23a",9.13412546079194e-36,-0.538218471905782,0.372,0.476,2.05234664978534e-31
"Psme2",9.27421176833304e-36,-1.11919821433797,0.077,0.154,2.08382264222675e-31
"Grik2",9.63220423021201e-36,0.797473513545231,0.272,0.179,2.16425996848634e-31
"Mga",9.98941240642284e-36,0.341354190349389,0.648,0.528,2.24452107359915e-31
"Rpl36",1.01841049807524e-35,-0.624011188394321,0.319,0.42,2.28826654812526e-31
"Gsap",1.10378004440972e-35,0.324103707001641,0.812,0.77,2.4800833817842e-31
"Gpatch2",1.36436214940292e-35,0.483534353072714,0.471,0.363,3.06558531349342e-31
"Etfb",1.87740497757406e-35,-1.2409102349597,0.058,0.128,4.21834124411116e-31
"Ephb2",1.92721750474285e-35,-0.585136799721506,0.262,0.368,4.33026501140671e-31
"Ncoa7",2.47003869511698e-35,0.470232604502285,0.543,0.442,5.54992994405835e-31
"Rrh",2.85481477312814e-35,-0.470547102924093,0.469,0.558,6.41448331374161e-31
"Rpl39",3.06032315663018e-35,-0.527960590048346,0.352,0.457,6.87624010063234e-31
"4933406I18Rik",3.06611208048514e-35,0.456341870765045,0.51,0.4,6.88924723364207e-31
"Nenf",3.90737797947022e-35,-0.991420978384987,0.09,0.17,8.77948758207164e-31
"Irf7",4.59619703990015e-35,-1.11407661595605,0.087,0.165,1.03271951289516e-30
"Myo9b",4.68870721091068e-35,0.520704969963656,0.391,0.284,1.05350562321952e-30
"Amph",4.97189668007393e-35,0.30724985457286,0.789,0.674,1.11713546504581e-30
"Ptpn4",6.1408585936119e-35,0.304021066383981,0.75,0.626,1.37978951739866e-30
"Kbtbd11",7.2022735693788e-35,-0.74123954519349,0.207,0.303,1.61827884830372e-30
"Rpl11",7.41091149322282e-35,-0.565444207762095,0.376,0.472,1.66515770341223e-30
"Faf1",7.58385819738275e-35,0.305772839563545,0.707,0.579,1.70401709836993e-30
"Arid4b",8.46736492150628e-35,0.331177708393881,0.646,0.532,1.90253222421325e-30
"Ndufs7",9.10094839685717e-35,-1.09543367778056,0.081,0.157,2.04489209528984e-30
"Lims1",9.33966380526624e-35,0.542634833180355,0.408,0.306,2.09852906040527e-30
"Ddrgk1",9.97568789302376e-35,-0.829968680615015,0.15,0.24,2.24143731268351e-30
"Pbx1",1.03123235631905e-34,0.320671538912381,0.768,0.677,2.31707598141327e-30
"Ikbip",1.05245416110446e-34,-0.666088153762086,0.238,0.339,2.3647592545856e-30
"Enox1",1.21699306943674e-34,1.0050079983408,0.225,0.142,2.73446172771741e-30
"Enpp2",1.23006271033882e-34,-0.345935138575117,0.513,0.624,2.76382790386029e-30
"Ddt",1.40538546021744e-34,-1.13894782401424,0.067,0.139,3.15776059056258e-30
"Taf13",1.43096375830955e-34,-0.849940495642682,0.175,0.267,3.21523246854573e-30
"Rpl18a",1.52405435694475e-34,-0.652398258792415,0.268,0.367,3.42439773461915e-30
"Rps18",1.74515201786673e-34,-0.736416537773734,0.206,0.304,3.92118206894476e-30
"Nrarp",1.82202871043635e-34,1.02908838186113,0.138,0.07,4.09391630947942e-30
"Nfkbia",1.86449377675261e-34,-1.53346161515278,0.057,0.125,4.18933106698543e-30
"Ran",2.74432837785516e-34,-0.901630307039839,0.12,0.205,6.16623143220275e-30
"St13",2.86173526520952e-34,-0.539300421423127,0.437,0.52,6.43003296739927e-30
"Sun1",2.95116118613481e-34,-0.529612728197162,0.379,0.473,6.6309640691263e-30
"Eef1a1",3.17665538214918e-34,-0.328080873593777,0.627,0.714,7.13762697815099e-30
"Stox2",3.21507340095983e-34,0.259595577242703,0.851,0.758,7.22394842461663e-30
"H2afz",3.34584393964029e-34,-0.783173378040875,0.178,0.271,7.51777674797776e-30
"Trhde",3.63531321705863e-34,-0.43906267809985,0.439,0.552,8.16818526740904e-30
"Tgoln1",3.73472723075511e-34,-0.700180747449666,0.233,0.329,8.39155861478365e-30
"Dpf3",3.73507686176278e-34,0.487717839248984,0.487,0.389,8.39234420069479e-30
"Gm11867",3.77695799137771e-34,-1.11894987822438,0.062,0.132,8.48644691082658e-30
"Med13",4.12106157905746e-34,0.302517588586669,0.7,0.578,9.2596132619842e-30
"Pam",4.89315289205306e-34,0.435865576923134,0.609,0.51,1.0994425233154e-29
"Cfl1",5.19395153942696e-34,-0.790809735675609,0.167,0.258,1.16702897139384e-29
"Ckb",5.26218363325249e-34,-0.352473678063597,0.728,0.765,1.1823600405555e-29
"Fam184b",5.35947302001625e-34,0.446309031446144,0.526,0.424,1.20421999286745e-29
"Pum1",5.64665412274382e-34,0.352643721432655,0.664,0.558,1.26874671483931e-29
"Snd1",6.00857942159955e-34,0.454690059187849,0.49,0.387,1.3500677102392e-29
"Lamp1",6.62408112163332e-34,-0.683142095793493,0.249,0.343,1.48836478721979e-29
"Ndufa1",8.08436356523009e-34,-1.0408817569676,0.09,0.167,1.81647564947155e-29
"Cachd1",9.90395256463623e-34,0.798793925559189,0.224,0.14,2.22531910174811e-29
"Tmem47",1.11559958229566e-33,-0.590910775791338,0.272,0.374,2.50664070146012e-29
"Fam3c",1.32460577348394e-33,-0.612587671711071,0.328,0.42,2.97625671244107e-29
"Rptor",1.44318752994968e-33,0.452600188817672,0.448,0.342,3.24269806104394e-29
"Rer1",1.81478987633008e-33,-1.00873170164564,0.092,0.169,4.07765137312605e-29
"Bmp3",1.9742119424032e-33,-0.557176887475249,0.375,0.465,4.43585681338576e-29
"Ubl5",2.18789402559261e-33,-0.864498591332852,0.134,0.219,4.91597908610404e-29
"Dalrd3",2.25469460171789e-33,-1.03908522328515,0.091,0.168,5.06607330059993e-29
"Apba1",2.59435085427842e-33,0.855571638387156,0.184,0.107,5.82924693447819e-29
"Nsmce2",2.71249899591216e-33,0.369615386196054,0.622,0.523,6.09471399391503e-29
"Qk",2.86316136521526e-33,0.250154492143266,0.928,0.898,6.43323727150216e-29
"St5",2.95511960854313e-33,0.388797724010347,0.594,0.496,6.63985824843557e-29
"Prkca",3.1352978908913e-33,0.589286612801494,0.363,0.264,7.04470083104365e-29
"Hmgcll1",3.18141550533432e-33,0.753604858793549,0.256,0.169,7.14832249893569e-29
"Osmr",3.49227829202213e-33,-0.519308554383833,0.384,0.477,7.84680009434453e-29
"Pmm1",3.62231252125073e-33,-0.889895251155281,0.115,0.198,8.13897400399827e-29
"Abl2",3.91491851842281e-33,0.483432573650242,0.386,0.28,8.79643041904421e-29
"Gm30835",5.29524602187624e-33,-0.907032521712363,0.116,0.2,1.18978882865537e-28
"Tma7",5.31807211625292e-33,-0.654193256166618,0.228,0.325,1.19491762380087e-28
"Shisa9",5.45949649109583e-33,0.316645352729209,0.868,0.847,1.22669426658432e-28
"Rps16",6.76410200271622e-33,-0.468683278813545,0.417,0.515,1.51982607899031e-28
"Slc24a3",6.93837484409187e-33,0.257679657572008,0.919,0.884,1.558983443719e-28
"Dis3l2",7.79598397459609e-33,0.452656762505454,0.466,0.363,1.75167963925199e-28
"Mybl1",8.25331833471697e-33,1.13370440402432,0.207,0.128,1.85443809662756e-28
"Emc4",8.73802181303158e-33,-0.9267227467623,0.101,0.18,1.96334612117006e-28
"Kat6b",9.02164299634989e-33,0.334373364721254,0.651,0.545,2.02707296484986e-28
"Adamts18",1.0582354278217e-32,0.547516545414448,0.625,0.551,2.37774918277259e-28
"Ptms",1.24512826713156e-32,-0.616011625774019,0.282,0.377,2.7976787034179e-28
"Rpl17",1.30920455524351e-32,-0.41505811680765,0.446,0.547,2.94165171517663e-28
"Mef2c",1.53423477177004e-32,-1.2945530421136,0.07,0.14,3.44727210869011e-28
"Ndufb9",1.56491038013082e-32,-0.891489462568602,0.117,0.199,3.51619713311594e-28
"Nucks1",1.87111746928965e-32,-0.559336478928512,0.377,0.466,4.2042138417469e-28
"Eri3",1.94759731665801e-32,0.4854576348949,0.429,0.327,4.37605641079888e-28
"Nktr",1.95686575963567e-32,0.281511161176751,0.685,0.56,4.39688167532538e-28
"Plxnc1",1.96594214595838e-32,0.451093262404601,0.497,0.396,4.41727540775389e-28
"Plat",2.16168031152396e-32,-0.714040407783885,0.19,0.283,4.85707949196319e-28
"Rps11",2.39283966639452e-32,-0.649840546986746,0.274,0.368,5.37647144642185e-28
"Txndc15",2.82814151765138e-32,-0.805453194441919,0.144,0.23,6.35455117601088e-28
"Sorbs2os",3.13691458516066e-32,-0.734376738155284,0.263,0.352,7.0483333813975e-28
"Large1",3.42869415528857e-32,0.260536618432735,0.789,0.687,7.70393289751789e-28
"Pgk1",4.92509776947503e-32,-0.682720572347031,0.2,0.292,1.10662021782335e-27
"Gm16599",4.96144371671887e-32,-0.949290096359696,0.158,0.243,1.11478678870956e-27
"Ccdc171",5.00763946392266e-32,0.5713969919919,0.314,0.219,1.12516651114878e-27
"Nr6a1",5.12790902467792e-32,0.496247857266405,0.48,0.385,1.15218987875488e-27
"Arfgef1",5.94548480305465e-32,0.346525084313064,0.585,0.48,1.33589098039835e-27
"Ubr3",6.95656914343423e-32,0.319544215252278,0.648,0.529,1.56307152083824e-27
"Tfdp2",8.5501818148663e-32,0.443933560810558,0.514,0.413,1.92114035198231e-27
"Os9",8.99491826250249e-32,-0.735693333278046,0.176,0.265,2.02106818440168e-27
"Ctso",1.1749530411825e-31,-0.501979740538485,0.392,0.481,2.64000198823296e-27
"Gm4951",1.19131796095973e-31,-0.825313769254852,0.189,0.276,2.67677232648042e-27
"Ncor2",1.21576931926083e-31,0.517692709669833,0.421,0.323,2.73171208344716e-27
"Ehmt1",1.23352675435945e-31,0.376809005444475,0.559,0.453,2.77161126437024e-27
"Mfap2",1.75540458629281e-31,-1.15415685772212,0.065,0.132,3.94421856494132e-27
"Crip2",1.90141489153101e-31,-0.800596595866664,0.151,0.235,4.27228911978103e-27
"Mfhas1",1.96965943376355e-31,0.331501243158854,0.67,0.569,4.42562778172333e-27
"Bcar3",2.31696709473653e-31,1.01512992427121,0.142,0.077,5.20599336516352e-27
"Tapbp",2.35619158576565e-31,-0.675479935002594,0.286,0.375,5.29412687405684e-27
"Scn7a",2.49680110579106e-31,-0.577363935698564,0.181,0.274,5.61006240460194e-27
"Reep5",2.5084350147635e-31,-0.608539356041579,0.264,0.358,5.6362026346721e-27
"Col27a1",2.62668326468553e-31,0.693795600110606,0.255,0.17,5.90189462742191e-27
"Ghitm",2.64534108662142e-31,-0.712512741701377,0.209,0.298,5.94381688752967e-27
"Sh3rf3",3.15655091214266e-31,0.368188545664538,0.661,0.577,7.09245424449334e-27
"Mpc2",4.47182592729857e-31,-0.684576252882115,0.215,0.306,1.00477456760472e-26
"Sbf2",5.20812607617889e-31,0.269274523656573,0.728,0.611,1.17021384805664e-26
"Prox1os",5.36549864237088e-31,0.807445446864673,0.245,0.163,1.20557388995431e-26
"Ndrg2",6.20693705922186e-31,-0.600241020335142,0.309,0.399,1.39463668783656e-26
"Tap1",6.23209797037698e-31,-0.749383738277348,0.21,0.299,1.400290092964e-26
"Mrtfa",7.26655839040652e-31,0.58921183764207,0.311,0.22,1.63272300474044e-26
"4833422C13Rik",7.43034928836197e-31,-1.23232212978826,0.05,0.111,1.66952518160205e-26
"Aopep",7.92786336857877e-31,0.40457444341655,0.512,0.413,1.78131162028596e-26
"Cdh11",8.0830171769072e-31,0.252621489925004,0.924,0.887,1.81617312947928e-26
"Mmgt2",8.53194874139467e-31,-0.819886134161851,0.119,0.2,1.91704356270397e-26
"Hist1h1c",9.53590348244927e-31,-0.978003640430712,0.099,0.174,2.14262215347153e-26
"Cdk6",1.0018983097772e-30,0.390936011624061,0.489,0.383,2.25116531223839e-26
"Ctnnd1",1.1653112199285e-30,0.325934141072891,0.66,0.567,2.61833778005736e-26
"Zfp74",1.33076208900416e-30,0.835423902036312,0.167,0.096,2.99008933778345e-26
"Rnf150",1.52443392403828e-30,0.36258067772303,0.566,0.458,3.4252505839216e-26
"F3",1.54954109563131e-30,-0.617263726609932,0.217,0.309,3.48166388777399e-26
"Park7",1.63819617234233e-30,-0.814521288177362,0.129,0.211,3.68086297963598e-26
"Gm45352",1.78605844602858e-30,-1.05414792818702,0.098,0.171,4.01309472238163e-26
"Pdpn",1.86287776896701e-30,-0.298947487826473,0.632,0.729,4.18570005909198e-26
"Rpl34",2.16886356158934e-30,-0.457190026172725,0.415,0.509,4.87321953653509e-26
"Ifit1",2.32346518451064e-30,-1.04218169663963,0.2,0.28,5.22059392307696e-26
"Psma4",2.86437492095237e-30,-0.842278365605462,0.126,0.205,6.43596400988789e-26
"Taok1",4.03916076828737e-30,0.290203229294575,0.644,0.53,9.07559033026489e-26
"Pikfyve",5.03409425415926e-30,0.447027523947434,0.416,0.316,1.13111063796704e-25
"Atxn7l3b",6.4206508018206e-30,-0.611325242460061,0.324,0.41,1.44265602866107e-25
"Npc2",6.50123353233955e-30,-0.759795872604674,0.164,0.248,1.46076216238137e-25
"Bex3",6.71999038502643e-30,-1.05198427158733,0.077,0.145,1.50991463961159e-25
"Zfp280d",6.73767419478087e-30,0.310771327638296,0.631,0.516,1.51388801482531e-25
"Rdx",7.49706593171158e-30,-0.470059441777455,0.436,0.517,1.68451574419628e-25
"Nrf1",7.50859275611492e-30,0.445853532744029,0.489,0.394,1.68710570637146e-25
"Tmem258",7.70214861278102e-30,-1.08855739255017,0.07,0.136,1.73059577180577e-25
"Ppt1",8.58549786347236e-30,-0.591282732660849,0.273,0.365,1.92907551494361e-25
"Psmb4",9.20329343380516e-30,-0.857240577636338,0.104,0.18,2.06788800164168e-25
"Ccdc107",9.47461632900062e-30,-1.0098254229855,0.076,0.144,2.12885154296315e-25
"Eid1",1.00875304580795e-29,-0.701204337122866,0.181,0.267,2.26656721862589e-25
"Rbx1",1.01683506885786e-29,-0.687132529476701,0.208,0.296,2.28472671621671e-25
"Lamb2",1.06950180822345e-29,-0.852904735520286,0.112,0.189,2.40306361289727e-25
"Btrc",1.0773341578945e-29,0.397953315091246,0.505,0.404,2.42066211937315e-25
"Sybu",1.19809023267021e-29,0.494762401662199,0.553,0.473,2.6919889437867e-25
"Lrrc1",1.20099743931393e-29,0.411977507534502,0.484,0.384,2.69852114639448e-25
"Crtc3",1.44399399603614e-29,0.366033136889924,0.574,0.475,3.2445101096936e-25
"Gm15283",1.52151968859296e-29,-0.738343309529919,0.165,0.25,3.41870258829951e-25
"Sema5b",1.56204804489997e-29,0.563179024917186,0.403,0.315,3.50976575208574e-25
"Rida",1.59474302327588e-29,-0.735782787726923,0.168,0.253,3.58322809899858e-25
"Wwox",1.77609715822333e-29,0.324875962113205,0.761,0.687,3.990712704812e-25
"Chst2",1.77968493918592e-29,-0.576737272090597,0.274,0.364,3.99877408985684e-25
"Prelp",1.8034081510428e-29,-0.619105568559579,0.241,0.332,4.05207777457807e-25
"Rras",1.83035877023422e-29,-1.27662941783079,0.043,0.1,4.11263312083927e-25
"Fhit",2.60694258213814e-29,0.278096901547351,0.9,0.856,5.85753928780618e-25
"Gsta4",2.67676733508541e-29,-0.804608722242227,0.137,0.217,6.01442852520342e-25
"Rpl8",2.8085159522865e-29,-0.638507286296101,0.26,0.348,6.31045449319254e-25
"Tprkb",2.93399950529821e-29,-0.766832306176931,0.154,0.237,6.59240348845454e-25
"Cep170",3.39093353006497e-29,0.437736669878958,0.439,0.341,7.61908854870299e-25
"Ccdc47",3.65631959946646e-29,-0.537483798752087,0.306,0.398,8.21538450804119e-25
"Shisa4",3.85651399689337e-29,-0.746627186880846,0.164,0.248,8.66520129961972e-25
"Pkia",3.94431767217488e-29,0.444189990416922,0.506,0.418,8.86248737760973e-25
"Garem1",4.1188912102356e-29,0.25437743987513,0.888,0.871,9.25473666027836e-25
"Rpl35a",4.24824255023341e-29,-0.406083571802681,0.459,0.552,9.54537618611946e-25
"Tap2",5.09158756278378e-29,-0.702458075700292,0.238,0.323,1.14402880948189e-24
"St6galnac3",5.23911251757416e-29,0.506563928320256,0.416,0.325,1.17717619157374e-24
"Sh3d19",6.40556811141827e-29,0.502202212291688,0.396,0.302,1.43926709895457e-24
"Tenm2",6.90830779952132e-29,0.359205114450353,0.739,0.654,1.55222767947444e-24
"Tapbpl",8.75520507353918e-29,-1.01326448858479,0.09,0.159,1.96720702797352e-24
"A930037H05Rik",1.13677479588015e-28,-1.03775565598088,0.116,0.19,2.55421928886311e-24
"Smurf2",1.24064764107074e-28,0.344855494449464,0.587,0.487,2.78761118472184e-24
"Bcas3",1.4262642610666e-28,0.253923536799804,0.795,0.701,3.20467316819054e-24
"Gm2a",1.42900812139917e-28,-0.852304116963329,0.114,0.188,3.2108383479718e-24
"Akap17b",1.50377871806895e-28,0.691992871551816,0.215,0.137,3.37884040162912e-24
"Tubb2a",1.56499652096166e-28,-1.01275911069032,0.082,0.15,3.51639068294876e-24
"Omg",1.65573402773541e-28,-1.10029243469516,0.058,0.119,3.72026878691869e-24
"Nxpe4",1.68498209786505e-28,0.519907233690458,0.362,0.27,3.78598627569297e-24
"Cirbp",1.89696086331091e-28,-0.615279629834622,0.215,0.303,4.26228136377329e-24
"Rsrc1",1.89869387960231e-28,0.308049341807847,0.594,0.484,4.26617527807842e-24
"Arid1a",1.90552288614163e-28,0.400403322850967,0.529,0.435,4.28151937287162e-24
"Ptgds",1.91786152906778e-28,-1.04273290011478,0.08,0.148,4.3092430696624e-24
"Ccng2",2.03989995685576e-28,0.98108835091067,0.13,0.07,4.58345121305922e-24
"Creg1",2.0509872753503e-28,-0.893040223563882,0.094,0.166,4.60836330898459e-24
"Tmem205",2.76420774829041e-28,-1.14965177389514,0.058,0.118,6.21089838963371e-24
"Gna12",2.79213253344388e-28,0.567670947299988,0.31,0.222,6.27364258939505e-24
"Gm48606",2.97599344354808e-28,0.637729039960706,0.263,0.18,6.68675966830819e-24
"Slc48a1",3.01847504828011e-28,-0.810964528384679,0.127,0.204,6.78221158598058e-24
"Vdac2",3.11396752114814e-28,-0.632873381337866,0.223,0.309,6.99677362326777e-24
"Gpr137c",3.53135913292661e-28,0.659438653272006,0.319,0.234,7.93461083577281e-24
"Fbxl20",3.78917582192982e-28,0.409832987290555,0.461,0.365,8.5138991542941e-24
"Gabarap",3.95721370339055e-28,-0.714129701007611,0.178,0.261,8.89146347014824e-24
"Tasor",4.17573831453698e-28,0.269435509667404,0.747,0.649,9.38246641893315e-24
"Pank4",4.20110105428738e-28,1.08254768563132,0.106,0.052,9.43945395887831e-24
"Prkdc",5.09930316032377e-28,0.486634043295203,0.379,0.286,1.14576242709315e-23
"Ndufb4",5.70454324343722e-28,-0.870036774874281,0.1,0.172,1.28175382136791e-23
"Cdk13",6.7467883071173e-28,0.269963861555382,0.65,0.54,1.51593586472619e-23
"Cmpk2",7.09013010612689e-28,-1.04412578567993,0.113,0.185,1.59308133354565e-23
"Rpl6",7.19535744356011e-28,-0.480290937538952,0.383,0.47,1.61672486399352e-23
"Rock2",7.32881473044469e-28,0.27608088319719,0.765,0.668,1.64671138178362e-23
"Pde5a",7.56764832961582e-28,0.749277029465623,0.209,0.134,1.70037490318138e-23
"Serinc1",7.79962878315e-28,-0.431596889845396,0.478,0.55,1.75249859128597e-23
"Mtmr3",7.87307651435183e-28,0.280699662833265,0.656,0.547,1.76900156200971e-23
"Lrp1",8.5450553910835e-28,-0.420721297855213,0.457,0.536,1.91998849582255e-23
"Numa1",8.70466091359799e-28,0.400323449714037,0.486,0.39,1.95585026067633e-23
"Gm15738",8.96840549324436e-28,-1.12469304538168,0.07,0.133,2.01511103027707e-23
"Ralgapa1",9.36647011876416e-28,0.250297377013471,0.798,0.706,2.10455217098512e-23
"Gm16223",9.39686739932585e-28,0.842686397241571,0.207,0.134,2.11138213595453e-23
"Zswim6",9.68619046707276e-28,0.322717038025904,0.835,0.786,2.17639013604658e-23
"Rpl7a",1.03272943779863e-27,-0.579652433132029,0.255,0.343,2.32043977378975e-23
"Usp31",1.06049568084957e-27,0.866378945933306,0.138,0.076,2.38282774530091e-23
"Rpl10",1.08106974779947e-27,-0.611986027864892,0.249,0.335,2.42905561633063e-23
"Tm9sf2",1.1612359483918e-27,-0.457343149884156,0.412,0.496,2.60918105244153e-23
"Atp7a",1.17909819261272e-27,0.485793095760465,0.395,0.302,2.64931572898152e-23
"Gm30524",1.21240825538505e-27,0.396103636395775,0.593,0.508,2.72416010902467e-23
"Atxn2",1.22214740972132e-27,0.285221554974126,0.695,0.6,2.74604301490284e-23
"Fam110b",1.24741499367317e-27,0.630577315620755,0.235,0.155,2.80281674928426e-23
"Slc7a11",1.27738834209575e-27,-1.07636843021429,0.14,0.218,2.87016386585493e-23
"D630033O11Rik",1.28607807853508e-27,-0.717740755354613,0.186,0.267,2.88968883466048e-23
"Pttg1ip",1.31101731105159e-27,-0.682670645544322,0.18,0.263,2.94572479620181e-23
"Atp6v1g1",1.31873327718597e-27,-0.693080759045683,0.163,0.244,2.96306180050915e-23
"Thoc7",1.3538201051816e-27,-0.502783374173621,0.358,0.445,3.04189839433255e-23
"Pdcd4",1.39216148302076e-27,-0.273570779604546,0.754,0.799,3.12804763619935e-23
"Gse1",1.5631860330749e-27,0.546256795446507,0.354,0.267,3.51232269771599e-23
"Hist1h2ac",1.61976790511344e-27,-1.12799501782739,0.059,0.118,3.63945650599938e-23
"Rps7",1.91452469907641e-27,-0.43323417600322,0.364,0.457,4.30174554635478e-23
"Pbxip1",2.01618794152133e-27,-0.371082478645098,0.539,0.612,4.53017268580427e-23
"Chmp2a",2.10398244405224e-27,-0.778633422783384,0.128,0.204,4.72743815354097e-23
"C4b",2.51427527264618e-27,-0.728131325848374,0.261,0.342,5.6493251101087e-23
"Sumo2",3.51623741099256e-27,-0.530429754614903,0.34,0.424,7.90063383875918e-23
"Parp3",3.51708518456955e-27,-0.817396039564596,0.113,0.186,7.90253870120932e-23
"Gm40841",3.56986479499561e-27,0.927182224995506,0.13,0.071,8.02112920787564e-23
"Ncl",3.80837078275933e-27,-0.485058069526425,0.353,0.438,8.55702831178193e-23
"Tspan7",3.80864171102483e-27,-0.25415060524624,0.732,0.805,8.5576370605017e-23
"Bche",3.86319547641896e-27,0.699987542842481,0.232,0.155,8.68021391596577e-23
"Myo9a",3.93770037373534e-27,0.352623038634266,0.536,0.435,8.84761896974594e-23
"Il6st",4.1096316100173e-27,-0.41677488131986,0.465,0.543,9.23393126454788e-23
"Zcchc24",5.12950559668643e-27,0.468715484913495,0.372,0.281,1.15254861251947e-22
"Mark2",5.16081738608749e-27,0.361424903544742,0.487,0.387,1.15958405848e-22
"Arhgap39",5.77937236142434e-27,0.757826191477482,0.175,0.107,1.29856717588843e-22
"Rps27l",6.03022804990795e-27,-0.836922346980427,0.118,0.191,1.35493194053382e-22
"Pla2g5",6.5058444382706e-27,-0.704100519523126,0.158,0.238,1.46179818683502e-22
"Ptpn13",7.14543217528032e-27,0.304912193731831,0.655,0.567,1.60550715546374e-22
"Ier3ip1",7.23403909637739e-27,-0.703982005082199,0.174,0.254,1.62541624456504e-22
